長庚一街
大福街
宏竹路
大竹路
民生北路一段
金華街
鎮江街
南華一街
桃園街
鹽庫西街
新南路一段
五福十三街
天祥七街
立德西街
鴻撫街
遠揚街
中正西路
忠五路
義勇街
東園街
文中街
新園街
仁壽路
復興二路
興華三街
文興路
會稽一街
大福路
大興九街
大興十一街
大興十街
康莊路
內柵路二段
安和路
建國東路
大漢街
天祥街
中央路
和二路
慈湖路
文化路
大華路
龍泉一街
強國路
立德街
富裕街
一心路
八德六街
五福三街
二聖一街
十全路
榮工南路
綏遠街
仁和路
南北九路
十全一街
八德五街
九如街
工二路
工五路
工四路
仁愛一街
大興十三街
上興路
航勤北路
航勤南路
六合街
七賢路
江南十街
大新四街
東龍路
工六路
埔心街
竹圍街
大興十二街
興福街
大新十一街
中正路
大新五街
大新路
華中街
永興路
文化街
峨眉二街
峨眉三街
龍華街
同德十街
中埔六街
同德六街
中埔一街
莊二街
五福一街
大同一路
工業五路
和興街
八德街
仁愛路三段
寶山街
五福一路
仁愛路二段
錦華路
光明路二段
錦福路
錦明街
長興路一段
蘆興街
工業四路
南祥路
忠孝東路
忠孝西路
重慶街
奉化路
南農街
北平路
文化一街
五福九街
大德一街
新埔七街
大德三街
新埔八街
同德十二街
工三路
經國路
有恆街
圳佳路
南崁路
民有十六街
敬二街
永安北路
蓮埔街
保定六街
頂湖九街
頂湖七街
湖山街
頂湖五街
大興西路三段
光華街
光明街
中正二街
大華五街
南國街
南福街
南順六街
南昌路
六合一街
民有十五街
南通路
五福二路
五福七街
南平路
大興西路二段
大興西路一段
南工路
南美街
錦順街
文七三街
文七九街
文東三街
永星街
愛國一路
祥賀街
文昌二街
文昌三街
文昌一街
力行路
中路北街
國豐路
至善街
興華二街
文明二街
文明三街
大湖路
大華九街
大華八街
立仁街
洛陽街
光明路一段
鹽務路
峨眉四街
文化二路
長興路四段
山果路
大有街
愛一街
同德七街
中埔二街
幸福二十三街
幸福二十一街
幸福十九街
幸福七街
幸福九街
幸福十一街
幸福十三街
中山街
鹽庫街
水汴一路
新南路
南興路
羊城一街
西康路
聯福街
長興路二段
長興路三段
後面坑農路
雙峰路
民有十一街
頂湖一街
文化東路
永佳街
華亞二路
文七五街
福祿五街
羊稠坑道路
南華二街
大湖一路
文化三路
福德街
信光街
美光街
永順街
大德二街
大連一街
大連三街
大連四街
大連二街
溫州街
慈雲街
愛國街
愛六街
紅寶五街
瑞發街
埔新路
永光街
忠義路
自強北路
正康三街
文三二街
永興街
正光街
法院後街
天台街
大華二街
文三三街
文昌五街
文明一街
自強東路
仁愛街
明光街
中華街
上竹六街
上竹五街
興仁路
中興五街
大興一街
大興七街
文二一街
興華一街
文化七路
興華五街
文化五路
文七一街
頂湖三街
紅寶一街
新嶺三街
同德三街
正康一街
民光路
內新路
慈華街
愛九街
愛七街
愛八街
文德路
福東路
國園五街
紅寶三街
寶石街
興福路
興中路
大興五街
大興六街
上竹一街
大竹一街
南華三街
上竹七街
竹中路
博愛街
上竹路
中正五街
新埔五街
天祥五街
同德二街
吉安街
文明路
義光街
保定五街
幸福十五街
幸福五街
幸福三街
國民街
鎮四街
鎮二街
國光街
桃德路
復興北路
天祥六街
文東五街
成功路
成章一街
龍門街
龍山街
仁德三街
海萍路
華康街
宏昌六街
文七二街
文三一街
慈祥街
玉美街
福清街
后街
仁德四街
晉元路
國豐二街
國強十三街
國豐十街
國豐六街
龍鳳一街
大慶街
大明街
忠勇西街
金門街
益壽二街
逸林街
瑞慶路
上竹三街
上竹四街
茄苳路
大同路
廣福路
復興路
民有東路
民有五街
中央街
愛五街
新和街
愛三街
蓮華街
永和街
新樂街
正康四街
忠義街
廈門街
文中路
寶豐街
永強街
富強街
富強西街
榮民路
壽星街
法治路
鴻昌街
華仁一街
忠勤街
廣豐路
廣豐一街
興安街
榮安街
榮安三街
興安二街
華安路
華祥三街
國信街
福祿街
力霸街
金福街
陸光路
幸福十七街
延壽街
龍泉五街
雙龍街
中路街
福國北街
金城街
永固街
莒光街
成功街
高城九街
高城路
高城二街
高城一街
富城街
仁德一街
霄裡路
國豐一街
國強八街
國強十一街
國豐三街
國豐七街
高城六街
高城七街
華美一路
榮安二街
榮安八街
大忠街
民生街
華祥二街
龍昌路
介壽路
福豐西街
福豐南街
福豐北街
自強街
大義街
愛四街
裕和街
國強七街
南海街
中華北街
江南二街
江南七街
江南十一街
青溪街
永忠街
金鎰街
金門二街
昆明路
大豐路
榮華街
大原路
南興街
壽昌街
吉昌街
宏昌一街
中平路
宏昌十三街
信陽街
和平路
安樂街
安東街
鎮安街
玉山街
國聖二街
國聖一街
宏昌十二街
榮民南路
仁和街
保定一街
仁一街
福源街
大同西路
南山街
秀山路
守法路
懷寧一街
長壽街
育樂街
桃一街
四維街
力行街
勇一街
泰昌二街
南昌西路
高城五街
樹林四街
聯華街
福德一街
園一街
桃三街
金山街
泰成路
泰山街
泰昌八街
中州街
宏昌三街
福昌街
陽明二街
前程街
東二路
東和路
忠孝路
南豐一街
永娘農路
幸福一街
明興街
信義路
新興路
忠泰街
林森路
陽明十一街
福安街
大林路
陽明七街
陽明六街
陽明一街
陽明八街
國鼎一街
衡陽一街
宏昌七街
泰昌六街
泰昌十一街
泰昌十三街
新民街
陽明九街
陽明三街
陽明五街
龍祥街
宏昌二街
泰昌一街
樹仁一街
永安路
建興街
中福街
和成路
明仁路
延平路
金門四街
德豐街
陽明十街
同和路
銀和街
富榮路
孝二街
孝一街
文康街
德壽五街
裕民街
思源街
民權東路
三元二街
友聯街
樂宮街
光峰路
復明一街
後庄街
鳳吉五街
鳳吉四街
復明二街
樹林九街
瑞泰街
登龍路
普濟路
紹興街
南京街
民族街
民權街
萬壽街
齋明街
南豐二街
興業街
順隆街
景大街
福居街
大明路
樹林七街
樹林八街
建華二街
壽山街
壽德街
萬壽路二段
華興街
溝後路
德壽一街
幸福三十一街
泰昌十街
官缺路
太平西路
洪圳路
建華三街
金門三街
龍江路
建華一街
日新路
勝利路
內柵路一段
德壽四街
德壽三街
新華街
桃二街
壽祿街
民富街
中正路圓環
江南九街
江南八街
江南六街
江南五街
復華街
金峰二街
仁美二街
建成街
建明街
建豐街
頂好街
和一路
金城路
得勝路
新興街
博愛西路
工業十二路
金門一街
樹林二街
宏昌五街
衡陽四街
衡陽三街
衡陽二街
國鼎二街
正義路
樹林三街
華美二街
幸福三十三街
興隆路
國強六街
國豐八街
國強十街
迎旭二街
迎旭三街
湧安路
長安街
福德三街
福德二街
樹林六街
樹林五街
館後二街
育仁街
大勤街
潮州街
榮安十四街
泰昌九街
宏昌十街
東門街
龍宮街
緯寰街
青溪一街
青溪二街
江南四街
江南三街
益壽一街
宏昌九街
太平東路
東龍街
迎旭一街
湧峰路
吉林街
博愛路
中原路
縣府路
益壽八街
仁慈街
自強六路
南園二路
南園路
東園路
福華街
永華街
復華二街
復華一街
復華三街
復華六街
長樂街
文成北路
文成南路
興農路
成章四街
東光路
神龍路
長興街
復華九街
國聯街
工業東路
建龍路
建龍一街
天祥三街
自忠三街
銘傳街
逢甲二街
逢甲一街
少康一街
皓東街
執信一街
星文三街
英士二街
金陵路一段
承德路
自立三街
吉林路
普忠路
環中東路一段
榮安五街
龍德街
貿東路
貿中路
龍平路
東明街
南雄街
桂林街
珠江街
五華街
環南路二段
環中東路二段
成章三街
廣達街
新光路二段
崇義五街
廣義路
漢口街
花園新城二街
十一分路
新北園路
高下路
定康路
合定路
三興路
吉林北路
松江北路
定寧路
長樂四街
長樂六街
長樂五街
自強四路
自強三路
自強七路
自強一路
吉林二路
榮安十一街
莊敬路
普騰街
大安街
成都路
金山二街
金山三街
關爺西路
自忠街
崇德街
新榮路
新德街
平安南街
義民路
育達路
五族二街
三樂二街
三樂三街
新榮街
新明路
元化路二段
義民路二段
明德南路
中新東路
長安路
德林路
梅龍路
關爺南路
龍文街
同慶路
仁福四街
仁福三街
仁福二街
長青西街
長青東街
柏油路
福人路
龍園三路
興平路
興忠街
慈惠三街
華夏路
育英路
西園路
中福路
新江路
建龍二街
建龍三街
新富八街
新富六街
新富二街
新富十一街
振昌街
振中街
元化路
立和路
溪州二街
永泰街
新興北路
普義路
龍生街
建國北路
合作街
廣泰路
賦梅路
廣德街
店湖路
龍園八路
龍園一路
龍華路
龍青路
佳安西路
牲牲路
新龍路
育苗路
百福街
龍吟街
誠實路
中豐路山頂段
華南路一段
富山三街
金龍一街
龍興路
店湖一路
工業南路
龍園六路
朝風路
梅龍二街
梅龍三街
佳安東路
建成路
自由街
民豐一街
渴望路
干城路
永昌路
梅龍一街
龍園五路
甡甡路
龍城路
光裕北街
北龍路
佳安路
工業十一路
工業七路
光裕南街
牛車路
龍科街
龍科路
自由路
工業十路
富山二街
中山西路三段
平德路
青山一街
西龍路
民豐六街
民主街
龍安二街
龍安三街
南龍路
民治一街
民治十六街
民有路
民治五街
雙連街
竹林路
華南路
賴華街
民治七街
龍安一街
石門路
康莊路五段
龍鳳二街
懷寧二街
青溪三街
大華六街
富聯路
番仔寮路
永康路
游泳路
龍陵路
興華街
雙榮路
三光路
廣明路
中央西路二段
中園路
育樂路
福壽二街
福星七街
永清街
新富十街
新富七街
杭州路
幸福街
莒光路
寧夏一街
昆明街
甘肅三街
甘肅二街
東豐路
吉林六街
吉利一街
吉利四街
吉利五街
吉利七街
吉利二街
吉利十一街
吉利十二街
德育路二段
愛國路
裕國街
興隆三街
興隆五街
瑞濱路
福羚路
迪化街
開封街
中庸路
龍安路
三民北路
永平路
青山三街
永新路
益新三街
光華三街
自強二路
復華八街
南昌街
甘泉街
新福一路
新福二路
新富十二街
新富三街
呂德路
普光街
普光二街
金峰三街
普慶路
龍安街
金峰街
龍和二街
龍川街
興光路
興勇街
復華五街
吉利十街
吉利九街
龍智路
普光三街
定安路
上內壢路
天津街
南京路
學園路
廣州路
勵志一街
勵志三街
勵志二街
和祥街
民享二街
民治街
大勇四街
國泰街
龍勇路
龍吉一街
龍仁路
興埔路
東坡街
長樂二街
長樂三街
興隆街
興隆六街
長江路
慈惠二街
恩德街
慈惠一街
興國路
永嘉街
廣安街
康樂路
博愛二路
博愛三路
中光路
中台路
中央東路
平等路
大勇路
協同街
振興街
實踐街
三和一街
三和三街
大仁三街
大仁五街
克難街
力行北街
關爺東路
振興路
忠信路
北園二路
合江路
合江二路
安東路
松江南路
蘭州街
苑平街
蘇州二街
徐州街
合浦街
興和路
利民路
協同二街
華岡街
大智街
龍南路
新光路三段
萬大路
鎮庸路
福星五街
福壽九街
福州二街
福州街
中大路
新富四街
漢昌街
自忠二街
新富五街
庫房北路
新富街
新光路
大昌路
義興街
明德北路
廣東路
三樂一街
志明路
志欣路
五族三街
少康二街
石韜街
執信二街
黃興街
百韜一街
英士三街
狀元街
大仁街
柑園路
華隆街
建明路
富村街
星友街
前龍街
後龍街
正安街
正光一街
正明街
五福路
志賢路
南安路
日星街
龍和三街
貿西路
獅二路
高獅路
大聖街
大勇三街
莊敬街
益新一街
新農街二段
青山二街
青山六街
龍泉路
裕成路
正神路
水廠路
獅三路
獅四路
金鋒二街
新農街
五光三街
白馬街
王子街
光輝路
光輝二街
正大街
正泰街
正福街
平安路
與忠街
興寧街
福州一街
振興西路
大連街
清泉街
高民路
高雙路
振平街
廣西路
日新街
正光三街
五族街
光輝三街
光輝五街
光輝街
廣平街
復旦路
榮興街
陸橋北路
惠州街
庫房南路
工業二路
新興北街
九和五街
廣豐街
北園路
五光二街
雅豐街
中庸路一段
瑞坪路
正平街
梅獅路一段
五光一街
志成路
福星六街
福安三街
福星一街
福壽一街
永樂路
中央西路
中北路二段
東昇街
志航街
英士一街
星文一街
百韜二街
八德路
民有街
吳鳳一街
維德街
營德路
溪州三街
寶慶街
嘉興二街
嘉興街
甘肅一街
嘉善街
九和六街
九和二街
大勇一街
溪州街
永康二街
金興街
北興街二段
新光路四段
王子二街
德育路
博愛一路
中央西路一段
中美路二段
中美路一段
中美路
永豐街
廣成街
蘭州二街
蘭州一街
東林二街
關爺北路
中豐北路
衡陽街
大仁二街
大仁一街
大仁四街
三和二街
中北路
民享街
治平街
自立東街
自立街
武營街
富源街
富貴街
新富一街
中新路
中明東路
新中一街
復旦路二段
培英路
蘇州一街
長沙路
同德路
圳南路
福州路
寧夏二街
龍翔街
新成路
大平街
光復街
光復北街
光前街
大模路
新梅九街
新梅六街
龍川二街
龍和一街
金德街
金鋒五街
環東路
復華路
梅山西街
梅山東街
幼一路
幼三路
青年路圓環
獅五路
吉長二街
吉長街
中明路
龍川五街
行善路
市場街
楊新北路
萬能路
環南路三段
大勇二街
松柏路
富豐南路
楊新路
上奎輝產業道路
中油產業道路
兔坑產業道路
廣文街
新中二街
頂湖六街
德育街
中華巷
國光巷
永樂巷
國中巷
愛國巷
建興巷
南橋巷
仁壽巷
福星巷
頂僑巷
憲光巷
忠孝巷
仁德巷
仁福巷
富順巷
興峰巷
福壽八巷
安居巷
勤儉巷
信義巷
南陽巷
福壽十巷
福壽五巷
忠勇巷
仁愛巷
仁光巷
建設中道路
東林街
八德一街
六合二街
泰安路
環南路
九如三街
文心街
施工中路段
八德二街
六合三街
新生街50巷
中興街90巷
中興街108巷
紅寶七街
延美街
大福路120巷
建造中路段
東萬壽路311巷
中園街
光文街
大華七街
勇吉街
大興路20巷
中海巷
大同二路
海寧巷
春日路1259巷
民有三街
德一街
大業路二段267巷
南平路48巷
民富十六街
龍華二街
中埔街
新埔十街
五福十一街
峨嵋一街
鹽務街54巷
中山南路302巷
春日路1731巷
民富十一街
光明巷
聯福巷
大豐街
中興二街
五福十街
鹽務街57巷
春日路1314巷
春日路1733巷
大坑農路
民有十三街
民富八街
北華街
民富五街
民富三街
民富二街
永安路919巷
文武街
頂湖十一街
建造中道路
龍壽街
文化四路
金鋒街
華亞三路
成功路三段106巷
成功巷
自強街10巷
茶專一街
興仁路二段
中路北街61巷14弄
大興路622巷
中山路685巷
竹園街
大車路
福林街
介新街
福明一街
福德巷
中和街
國強二街
華安街
南昌東路
二層坪農路
桃源街
光華二街
忠誠路
龍泉六街
幸福二十七街
興一路
德仁產業道路
龍園七路
龍園十路
光裕街
娘子坑農路
建國路573巷
長青路
長青一街
長青二街
忠勇街75巷
民治二街
梅獅路二段
裕成街
龍祥路
長青五街
百福路
中興路211巷98弄
中央街196巷
富山四街
梅龍三路
東華街
長青三街
五楊街
公二路
中央街169巷
龍岡路三段262巷58弄
龍泉路109巷
龍泉路89巷
龍岡路三段124巷45弄
龍岡路三段154巷
光裕南街223巷
和原產業道路
民治六街
民治三街
民治十八街
民有二街
番子寮路
民治四街
民有一街
民治路
和一街
端本產業道路
民族路514巷
九和三街
和三街
呂德街
大亨街
六合路
天祥二街
天祥一街
鄒容二街
鄒容一街
金山路
龍岡路三段124巷
龍岡路三段115巷65弄
永康二路
永康三街
溪洲街
美豐街
廣興路
瑞梅街
裕榮路
福安二街
東元二路
福壽十一巷
龍和路
內江街
光二街
興南街
新富十三街
禮義巷
蘭州三街
新興路179巷
五榖街
高榮路
龍岡路三段115巷35弄
龍岡路三段61巷
金峰五街
新富九街
民族路五段201巷
新生路三段255巷
新生路二段233巷
吳鳳二街
雅豐路
東豐路133巷
青山五街
民權路39巷
安平街
昆民街
吉安街97巷
健行路918巷
廣東街
福星二街
環中東路二段867巷
中華路二段
龍岡路三段37巷
龍岡路三段85巷
龍明街
龍岡路三段262巷
民隆路
龍德路
龍慈路
民權路三段38巷
幼五路
高育路
珠江右街
新農路一段
仁美四街
溪洲路
龍泉路77巷
育達路219巷
環中東路二段867巷9弄
東安街
吳鳳三街
中園路136巷
北八路
聯福巷51弄
聯福巷22弄
鶯桃路668巷
南橋巷12弄
宏福巷1弄
鳳吉三街
頂僑巷3弄
頂僑巷1弄
頂僑巷4弄
頂僑巷2弄
宏福巷34弄
建興巷2弄
建興巷1弄
南橋巷14弄
安居巷39弄
安居巷36弄
中山路二
忠愛路忠二
莊敬路二
國際路二
國際路一
員林路三
民族路二
康莊路五
中原路三
大昌路二
龍岡路1
延平路一
金陵路一
中豐路山頂
中豐路莊敬
中正路1
三民路一
員林路一
埔頂路二
員林路二
楊湖路四
幼獅路二
復旦路二
南平路二
聖德路一
幼獅路一
中正路三
民族路六
中園路二
中豐路南勢二
金陵路六
平東路二
中山西路三
中山路一
萬壽路二
三民路三
南平街
賦海街
永安路1468巷
中正東路668巷
忠愛路1巷
新興路189巷
龍岡路三段620巷
成功路190巷
聖亭路300巷
中興路393巷
大業路一段610巷
中正五街182巷
龍東路264巷
民族路五段551巷
秀才路175巷
吉安街101巷17弄
楊湖路一段773巷
同安街456巷
中埔六街199巷
南山路二段357巷
大業路二段266巷
龍壽街8巷
大興路192巷
永安路423巷
春日路981巷
中正三街12巷
介壽路二段1420巷
和平路1441巷109弄
仁和街41巷39弄
介壽路二段583巷
介壽路二段325巷
大興西路二段80巷
永安北路445巷
明德街13巷
永安北路381巷
文化七路183巷
文化三路78巷
福國街107巷
廣興路1360巷
永豐路572巷
介壽路一段399巷
自強街9巷
自強街23巷
立德西街11巷
桃德路99巷
桃德路113巷
國際路一段262巷
東勇街670巷
秀山路55巷
重慶街213巷
介壽路二段83巷
和平路276巷
義勇街113巷
大興路613巷
中山路847巷
長興路360巷
和平路528巷
忠勇街433巷
介壽路一段645巷11弄
裕民街13巷
桃鶯路27巷2弄
南橋巷13弄
桃鶯路鶯鳴一巷
忠二街2巷
永興街100巷
高城八街9巷
永豐路226巷
和平路566巷
和平路991巷137弄
介壽路二段190巷
福國街77巷
青田街265巷
新興路1155巷
介壽路一段645巷10弄
內柵路一段98巷
春日路16巷
大原路22巷24弄
福僑街90巷
文昌街112巷
文昌街98巷
文昌街84巷
文昌街83巷
文昌街97巷
文昌街111巷
文昌街111巷28弄
建興路永生巷
介壽路二段325巷2弄
介壽路二段龍安巷
大勇街一段19巷
大福街97巷
思源街97巷22弄
大福街106巷
東勇街400巷7弄
介壽路二段946巷
建國路404巷
廣興路1360巷178弄
力行街217巷
雙龍街9巷
榮民路56巷
立德西街58巷
興仁路一段58巷
遠東路79巷
興豐路2350巷
大興路599巷
大興路627巷
福國北街46巷
信義街138巷
信義街128巷
建安街9巷
和平路528巷264弄
介壽路二段212巷
重慶街177巷45弄
成功路133巷16弄
桃德路79巷
仁和街41巷54弄
明德路同昌巷
榮民南路65巷
迎旭一街一弄
武漢街33巷
三民路三段451巷
介壽路二段583巷187弄
大興路557巷
成功路133巷
民族路278巷
正光街143巷
福豐南街24巷
高城一街33巷
高城一街34巷
中路北街39巷4弄
工業南路99巷
新江路227巷
光裕街2巷2弄
光裕街1巷2弄
迎旭三街14巷
頂好街54巷
頂好街44巷
中興路63巷
德林路121巷
中興路平鎮段456巷
成功路三段115巷
湧光路208巷
湧光路136巷
自由街105巷
自由街45巷
成章二街436巷
民生路177巷
聖亭路八德段349巷
建國路42巷
龍岡路二段226巷
國聯街71巷1衖
武漢路47巷
民族路443巷
中正路161巷
壽星街73巷
北龍路59巷
大華路177巷
龍泉路112巷
干城路35巷
龍岡路二段357巷
龍岡路二段321巷39弄
金陵路三段79巷
國聯街85巷1弄
武漢路133巷
武漢路466巷
武漢路33巷
國聯街85巷
武漢路85巷
石園三村105巷
武漢路57巷
國聯街60弄
國聯街46弄
國聯街30弄
民族路207巷
民生路141巷43弄
中豐路山頂段415巷
新德街209巷
新德街191巷
崇德街24巷
崇德街70巷
崇德街42巷
安平街1巷
富貴街26巷
吉祥街12巷
廣達街87巷
石園路558巷
湧峰路14巷
龍南路229巷
中豐路山頂段345巷
金龍路347巷
元化路165巷
新富四街1巷
新光路二段9巷
吉林路98巷
中北路165巷
健行路56巷
健行路98巷40弄
延平路266巷
中豐路670巷
龍興路518巷
龍昌路286巷
延平路三段411巷
忠愛路123巷
新生路181巷
吉林路87巷
中豐路49巷18弄
環北路197巷
元化路271巷
永福路748巷
龍東路264巷11弄
榮民南路350巷1弄
東光路23巷
關爺北路46巷
榮民南路231巷
新生路457巷
志航街163巷
黃興街78巷
金陵路一段174巷
德育路二段167巷
永康街16巷
新興北路1巷
忠義路63巷
普義路216巷
延平路二段248巷
元化路267巷
復旦路二段150巷
延平路三段428巷72弄
長安路339巷
長樂街69巷
文化路378巷
文成南路49巷
復華街85巷
崇德街13巷
南平路二段516巷26弄
平安南街20巷
西園路36巷
西園路66巷
西園路102巷
廣泰路201巷
廣泰路140巷
實踐街80巷
新中一街25巷
金陵路三段247巷
育達路255巷
民權路二段87巷
環西路二段226巷
環西路二段300巷
南京路12巷
廣豐街36巷
中園路33巷
中園路91巷
合作街27巷
新光路65巷58弄
民族路五段551巷51弄
民權路三段382巷
龍東路29巷38弄
隆昌路252巷
龍川街106巷
南平路81巷
復旦路二段117巷6弄
崇德街67巷
崇德街89巷
東豐路36巷2弄
東豐路36巷
南豐路115巷
湧峰路36巷
南安路32巷
南平路121巷
新德街249巷
中央西路二段164巷
中央西路二段150巷43弄
龍門街80巷
平東路239巷61弄
東豐路16巷
新榮路277巷
崇德街43巷
健行路98巷
成都路38巷
東豐路60巷
延平路三段314巷
新生路548巷
龍南路36巷
中園路113巷
西園路49巷
中福路475巷
新生路461巷
新榮路31巷
中豐路49巷
愛國路60巷
平東路492巷
平東路86巷29弄
和平路31巷
民權路三段75巷
延平路三段104巷
榮民南路231巷1弄
慈惠三街30巷
新生路446巷50弄
中山路2巷
元化路215巷
龍川街64巷31弄
太平西路37巷5弄
太平西路37巷1弄
自立街130巷
新中北路846巷
高獅路813巷
健行路46巷
中正路四段104巷
新生路290巷
中央西路二段218巷
普義路192巷
普義路75巷
普義路85巷
龍安街45巷
林森路103巷28弄
林森路68巷
桃鶯路87巷
建國東路9巷
建國東路12巷45弄
桃鶯路178巷
仁二街136巷
廣福路770巷
廣福路770巷8弄
廣福路770巷22弄
廣福路770巷36弄
廣福路660巷
廣福路530巷
廣福路530巷7弄
中正路四段88巷
高獅路863巷8弄
高獅路863巷2弄
高獅路813巷22弄
高青路10巷
高青路22巷
中正路四段26巷
信義路525巷
林森路71巷6弄
林森路103巷
孝二街35巷
中山北路60巷
竹圍街134巷
中山路一段1412巷
中山路330巷
中興路17巷
頂興路114巷
大福路150巷
富國路861巷
忠勇街60巷
東勇街489巷
忠勇街426巷
忠勇街427巷
三民路42巷
中山路一段1012巷
富國路822巷139弄
春日路1072巷
福山街79巷
大業路一段375巷
大業路一段375巷31弄
新生街72巷
春日路1112巷
富國路822巷
寶慶路403巷
莊敬路二段230巷
民富九街156巷
中正三街12巷5弄
三元街47巷
大業路一段11巷
民富一街19巷
介壽路二段1378巷7弄
大成街32巷
廣福路125巷
福僑街59巷
福國街125巷
廣隆街79巷
廣隆街37巷
廣隆街36巷
廣隆街65巷
廣隆街191巷
廣隆街161巷
廣隆街178巷
廣隆街137巷
廣隆街125巷
廣隆街109巷
建國路1041巷
廣隆街192巷
廣隆街124巷
福僑街72巷
福僑街80巷
福僑街100巷
永固街12巷
永固街28巷
介壽路二段189巷
守法路31巷
仁愛路100巷
壽星街73巷4弄
仁愛路54巷
介壽路523巷
樂群街14巷
樂群街16巷
中正路1422巷
介壽路二段490巷45弄
介壽路二段493巷4弄
介壽路二段455巷
新興路170巷
建國路1178巷
建國路1158巷
廣福路93巷
廣福路93巷28弄
興仁路一段162巷
遠揚街62巷
廣福路190巷22弄
廣福路150巷
仁愛街42巷
自強街37巷
和平路411巷
華興路126巷
和平西路67巷
介壽路二段189巷29弄
介壽路二段190巷1弄
介壽路二段212巷1弄
廣福路1123巷
廣興路1360巷80弄
廣興路1360巷164弄
廣興路1360巷175弄
三民路三段473巷
介壽路二段760巷
大新一街151巷
介壽路二段748巷3弄
介壽路二段748巷
中庄街118巷
秀山路55巷15弄
大同西路8巷
復興路328巷
南山街30巷
成功路122巷
成功路122巷74弄
大華路188巷
大華路158巷
環中東路一段106巷
強國路53巷6弄
吉祥街1巷
吉祥街2巷
大新二街10巷
新生路三段795巷
新生路三段807巷
新生路三段819巷
新生路三段783巷
新生路600巷
上興路416巷
新興路237巷
中埔六街194巷
南平路496巷
仁愛路43巷
中山路108巷
同安街336巷
雙峰路105巷
寶山街378巷
寶山街360巷
大興西路一段191巷
興二街46巷
興二街45巷4弄
興二街45巷2弄
福山街62巷
永安路369巷
南平路254巷
大業路二段253巷
介壽路二段770巷
信義街104巷
廣福路137巷
廣福路190巷
永星街73巷24弄
永星街73巷
永星街73巷8弄
永星街73巷12弄
復興北路6巷
復興一路212巷
南竹路五段153巷
國豐路906巷
中正五街182巷14弄
興二街92巷
大有路945巷
文化三路564巷
慈光街147巷
慈光街162巷
慈德街106巷
慈德街108巷
慈光街131巷
蓮華街35巷
北埔路17巷
溫州街52巷
慈文路322巷
慈文路296巷
廣隆街162巷
福國街58巷
